
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
32,42,28,2
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
26,24,27,1
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0
18,55,42,0



